[10444] sudo C /home/capstone/.sudo_as_admin_successful
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000479.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000541.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000883.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000561.gif
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000640.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000820.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000062.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000277.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000065.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000876.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000916.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000800.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000377.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000842.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000693.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000089.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000960.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000535.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000781.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000436.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000702.ps
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000407.xls
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000491.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000173.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000288.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000415.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000711.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000029.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000003.doc
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000594.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000159.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000755.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000612.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000416.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000878.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000730.ps
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000421.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000215.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000242.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000787.html
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000292.ppt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000881.jpg
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000221.txt
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000358.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000747.pdf
[10446] 7c935dcd672c485 O /home/capstone/project/test_files/000959.xls
