num_readable_segments,num_segments_actual,num_executable_sections,num_program_headers_declared,num_load_segments,num_executable_segments,avg_segment_memsz,entry_point,max_segment_filesz,text_ratio,data_size,avg_segment_filesz,max_segment_memsz,file_size,bss_ratio,max_section_size,rodata_ratio,data_ratio,elf_type_ET_DYN,avg_section_size,rodata_size,text_size,num_sections_declared,num_writable_sections,has_got_plt,bss_size,num_alloc_sections,num_sections_actual,num_known_sections,num_unusual_sections,elf_type_ET_EXEC,has_unusual_section,is_stripped,has_strtab,has_plt,has_symtab,has_bss,has_rodata,machine_EM_X86_64,is_64bit,byte_f_146,byte_f_205,byte_f_3,byte_f_204,byte_f_298,byte_f_176,byte_f_162,byte_f_237,byte_f_58,byte_f_202,byte_f_210,byte_f_143,byte_f_228,byte_f_31,byte_f_91,byte_f_41,byte_f_73,byte_f_75,byte_f_177,byte_f_159,byte_f_278,byte_f_242,byte_f_155,byte_f_261,byte_f_118,byte_f_208,byte_f_209,byte_f_66,byte_f_154,byte_f_4,byte_f_114,byte_f_230,byte_f_122,byte_f_116,byte_f_67,byte_f_250,byte_f_260,byte_f_46,byte_f_273,byte_f_251,byte_f_9,byte_f_151,byte_f_33,byte_f_112,byte_f_282,byte_f_51,byte_f_142,byte_f_279,byte_f_125,byte_f_200,byte_f_115,byte_f_26,byte_f_22,byte_f_196,byte_f_59,byte_f_34,byte_f_117,byte_f_15,byte_f_156,byte_f_145,byte_f_23,byte_f_93,byte_f_124,byte_f_193,byte_f_126,byte_f_55,byte_f_38,byte_f_10,byte_f_111,byte_f_42,byte_f_215,byte_f_231,byte_f_206,byte_f_16,byte_f_149,byte_f_139,byte_f_57,byte_f_37,byte_f_32,byte_f_79,opcode_f_238,opcode_f_233,opcode_f_225,opcode_f_218,opcode_f_234,opcode_f_229,opcode_f_43,opcode_f_235,opcode_f_305,opcode_f_333,opcode_f_110,opcode_f_50,opcode_f_150,opcode_f_73,opcode_f_492,opcode_f_160,opcode_f_330,opcode_f_75,opcode_f_100,opcode_f_117,opcode_f_179,opcode_f_332,opcode_f_136,opcode_f_51,opcode_f_176,opcode_f_25,opcode_f_47,opcode_f_169,opcode_f_5,opcode_f_52,opcode_f_464,opcode_f_257,opcode_f_227,opcode_f_97,opcode_f_11,opcode_f_467,opcode_f_38,opcode_f_253,opcode_f_0,opcode_f_329,opcode_f_172,opcode_f_30,opcode_f_112,opcode_f_248,opcode_f_279,opcode_f_334,opcode_f_26,opcode_f_60,opcode_f_77,opcode_f_105,opcode_f_350,opcode_f_390,opcode_f_438,opcode_f_426,opcode_f_413,opcode_f_12,opcode_f_387,opcode_f_418,opcode_f_64,opcode_f_107,opcode_f_32,opcode_f_101,opcode_f_321,opcode_f_111,opcode_f_59,opcode_f_182,opcode_f_87,opcode_f_135,opcode_f_424,opcode_f_22,opcode_f_420,opcode_f_193,opcode_f_204,opcode_f_281,opcode_f_360,opcode_f_288,opcode_f_3,opcode_f_371,opcode_f_130,opcode_f_314,label
13,13,6,13.0,4,1,14635.76923076923,23584.0,109253,0.6119563177403463,304,13287.46153846154,109253,170504,0.1027072678646835,104341,0.1030357059071928,0.0017829493736217,True,6075.6,17568,104341,30.0,7,0,17512,27,30,28,2,False,1,1,0,1,0,1,1,True,1.0,4,591,0,591,29,4,0,26,81,8,43,377,24,198,14,43,10,33,1,107,122,91,101,115,146,71,98,383,101,784,202,222,174,131,383,291,22,21,11,353,519,91,337,56,0,16,127,122,222,243,50,425,143,0,175,304,146,226,0,199,38,158,223,235,763,67,45,342,185,184,31,28,35,27,91,39,158,223,337,30,148,149,154,154,149,153,7,149,3,0,19,192,140,9,0,3,7,14,19,5,4,0,5,22,23,143,29,103,179,27,23,4,0,25,38,0,66,7,1019,0,3,100,5,40,3,2,108,13,203,80,1,12,2,3,71,47,0,0,77,166,225,0,3,14,15,120,116,30,0,268,66,22,1,4,0,12,731,163,19,6,0
13,13,6,13.0,4,1,4290.846153846154,14128.0,32737,0.5180364074421094,160,4253.923076923077,32737,59768,0.0080310534065051,30962,0.1019274528175612,0.0026770178021683,True,1718.5666666666666,6092,30962,30.0,7,0,480,27,30,28,2,False,1,1,0,1,0,1,1,True,1.0,1,193,0,193,14,3,2,24,22,1,21,15,25,69,3,6,0,7,9,37,35,7,16,27,21,11,8,94,16,133,46,32,71,19,94,97,4,4,7,117,123,4,64,31,0,9,18,35,32,39,48,99,32,0,31,59,21,37,1,34,0,33,32,69,126,45,9,113,23,91,11,9,18,7,15,27,24,33,64,13,52,53,54,54,53,53,2,53,6,0,32,18,27,0,0,0,0,5,2,1,21,0,6,6,3,19,28,18,64,3,2,0,0,3,109,0,10,9,262,0,0,74,54,4,0,18,81,2,41,10,0,9,0,0,10,21,2,0,14,30,30,0,2,30,3,13,20,44,0,116,16,7,1,0,1,2,68,9,4,0,0
13,13,6,13.0,4,1,12613.0,41296.0,82853,0.4614352097077093,32,12541.615384615385,82853,166136,0.0055857851398853,76661,0.1483784369432272,0.0001926132806857,True,5230.066666666667,24651,76661,30.0,7,0,928,27,30,28,2,False,1,1,0,1,0,1,1,True,1.0,0,659,0,659,23,6,0,19,110,1,54,498,75,112,10,3,12,33,7,86,123,21,74,88,114,44,100,351,74,361,118,173,610,189,351,355,7,18,4,378,905,36,218,181,0,42,57,123,173,214,16,370,286,0,128,207,114,257,0,117,4,111,175,239,194,77,22,127,121,144,19,47,9,8,108,70,108,248,218,17,189,190,193,194,190,192,1,190,2,0,9,186,162,8,0,2,0,99,2,0,0,0,2,5,0,89,1,72,107,31,18,6,0,0,12,0,15,3,420,0,0,74,1,24,0,0,137,2,236,53,2,3,0,0,59,12,0,0,51,46,152,1,2,15,5,96,48,2,0,220,50,39,0,2,0,15,624,55,7,4,0
13,13,6,13.0,4,1,1145.923076923077,12096.0,4592,0.142276067179846,12,1137.3076923076924,4592,22864,0.0048985304408677,3253,0.0573390482855143,0.0005248425472358,True,377.8387096774193,1311,3253,31.0,8,0,112,28,31,28,3,False,1,1,0,1,0,1,1,True,1.0,0,80,0,80,6,0,0,0,1,1,7,11,7,4,0,0,0,1,0,13,8,20,2,4,2,2,0,39,2,29,18,3,19,3,39,42,0,3,0,44,40,0,5,11,0,4,3,8,3,5,8,42,1,0,3,35,2,26,0,1,6,4,3,40,82,6,0,52,3,27,0,1,0,4,0,8,0,6,5,7,34,35,36,37,35,35,0,35,0,0,2,11,13,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,7,0,1,0,0,2,1,0,1,0,6,0,0,2,0,0,0,1,1,1,5,0,0,1,0,0,2,0,0,0,2,4,2,0,0,0,1,1,1,0,0,12,0,3,0,0,0,0,24,5,1,0,0
13,13,6,13.0,4,1,3801.923076923077,25488.0,22773,0.37234825023227,41,3789.6153846153848,22773,51664,0.003096934035305,19237,0.1366522143078352,0.0007935893465469,True,1449.0645161290322,7060,19237,31.0,8,0,160,28,31,28,3,False,1,1,0,1,0,1,1,True,1.0,0,232,0,232,12,0,0,5,12,0,11,18,46,42,1,0,0,2,3,39,14,22,7,11,8,2,10,119,7,106,47,17,99,11,119,121,1,6,0,122,165,11,22,103,0,7,10,14,17,16,41,128,32,0,14,69,8,68,0,4,10,27,17,112,431,30,2,165,13,44,7,6,3,16,7,23,11,33,22,7,107,108,109,110,108,108,5,108,0,0,3,113,43,3,0,0,0,32,2,0,0,0,0,4,0,15,0,7,27,3,2,2,0,1,0,0,3,0,28,0,0,4,0,8,0,0,4,16,21,6,0,1,1,0,6,1,0,0,4,8,17,0,0,2,1,15,4,1,0,36,0,21,0,1,0,0,112,34,1,0,0
13,13,6,13.0,4,1,3694.538461538461,12048.0,18977,0.3938457279940948,128,2995.4615384615386,18977,43352,0.2096327735744602,17074,0.0962354677984868,0.0029525742756966,True,1468.2,4172,17074,30.0,7,0,9088,27,30,28,2,False,1,1,0,1,0,1,1,True,1.0,1,195,0,195,15,1,0,6,22,1,21,14,19,32,3,2,0,7,0,33,23,5,16,25,23,6,9,92,16,91,42,31,55,18,92,99,2,3,1,113,118,1,56,23,0,16,17,23,31,34,40,99,32,0,29,51,23,28,1,28,2,33,31,71,35,45,12,102,24,89,3,28,8,6,17,19,28,38,56,13,56,57,58,58,57,57,4,57,1,0,6,16,32,1,0,0,0,3,2,0,3,0,0,7,0,17,4,17,29,1,2,0,0,0,6,0,7,2,203,0,0,18,0,6,0,0,31,3,38,8,0,7,0,0,3,6,2,0,12,25,29,0,1,14,3,14,17,3,0,71,14,7,1,0,0,2,72,10,2,0,0
13,13,6,13.0,4,1,3239.769230769231,11904.0,19009,0.383972602739726,580,3201.3076923076924,19009,43800,0.0107762557077625,16818,0.1277625570776255,0.01324200913242,True,1265.7666666666669,5596,16818,30.0,7,0,472,27,30,28,2,False,1,1,0,1,0,1,1,True,1.0,1,210,0,210,15,1,0,7,19,1,17,12,22,35,2,1,0,4,0,36,26,15,13,21,16,8,12,105,13,126,34,31,54,21,105,106,2,2,1,121,98,1,52,20,0,6,12,26,31,36,42,113,30,0,27,44,16,22,1,27,14,26,31,79,181,42,12,115,17,87,2,52,7,4,11,27,37,23,52,13,65,66,67,67,66,66,2,66,1,0,8,6,22,0,0,0,0,4,2,0,2,0,0,6,0,19,4,19,27,1,1,1,0,0,4,0,8,1,174,0,1,26,0,5,0,0,30,2,31,9,0,6,0,0,9,2,2,0,13,28,28,0,2,17,3,10,17,4,0,62,13,6,1,0,0,2,68,11,1,0,0
13,13,6,13.0,4,1,2783.4615384615386,19664.0,17493,0.3792476970317298,32,2640.076923076923,17493,39080,0.047697031729785,14821,0.0996929375639713,0.000818833162743,True,1130.9655172413793,3896,14821,29.0,6,0,1864,26,29,28,1,False,1,1,0,1,0,1,1,True,1.0,0,182,0,182,9,0,0,0,10,2,16,76,11,23,0,1,0,3,2,30,14,39,8,13,11,7,9,109,8,73,39,13,80,15,109,97,1,2,0,101,140,16,41,63,0,30,9,14,13,29,6,118,36,0,24,50,11,71,0,21,8,75,13,89,3,12,3,127,12,39,2,0,1,3,9,14,8,20,41,10,80,81,82,83,81,81,1,81,0,0,10,29,18,2,2,0,0,5,2,0,0,0,0,2,0,9,0,5,20,9,2,1,0,0,2,0,2,0,72,0,0,6,0,3,0,0,21,3,29,7,0,3,0,0,7,5,0,0,6,9,12,0,0,0,1,5,6,1,0,26,3,8,0,0,0,0,60,21,6,1,0
13,13,6,13.0,4,1,2877.923076923077,11744.0,18321,0.385357076951467,128,2839.153846153846,18321,43352,0.0116257612105554,16706,0.0873777449713969,0.0029525742756966,True,1120.3333333333333,3788,16706,30.0,7,0,504,27,30,28,2,False,1,1,0,1,0,1,1,True,1.0,1,176,0,176,18,2,0,7,16,3,16,15,26,31,4,1,3,9,0,16,32,8,16,28,20,9,6,89,16,97,44,30,49,16,89,89,4,2,2,103,102,2,57,23,0,9,17,32,30,36,42,101,24,0,29,48,20,27,1,33,2,27,30,61,11,45,13,89,21,86,3,9,8,4,9,24,22,30,57,11,47,48,49,49,48,48,2,48,0,0,9,15,22,0,0,0,0,8,4,0,2,0,0,5,0,16,6,23,24,1,1,0,0,0,9,0,6,1,210,0,0,17,0,6,0,0,26,2,24,9,0,6,0,0,6,2,2,2,16,29,30,0,1,7,4,17,17,3,0,61,13,7,2,1,0,2,61,8,1,0,0
13,13,6,13.0,4,1,2558.538461538461,19520.0,12433,0.229767014101778,16,2553.6153846153848,12433,39144,0.0012262415695892,8994,0.085453709380748,0.000408747189863,True,965.8333333333334,3345,8994,30.0,7,0,48,27,30,28,2,False,1,1,0,1,0,1,1,True,1.0,0,229,0,229,9,0,0,0,37,0,10,10,3,18,0,4,0,3,0,28,15,8,7,14,12,10,6,127,7,44,34,17,66,29,127,116,1,3,2,119,97,4,25,5,0,5,9,15,17,10,18,133,51,0,18,39,12,17,0,16,6,13,17,113,139,4,2,126,16,52,1,0,0,4,26,8,15,35,25,8,104,105,106,107,105,105,5,105,0,0,2,31,31,2,0,0,0,2,3,0,0,0,0,5,0,9,2,13,14,3,1,2,0,1,2,0,2,0,53,0,0,7,0,8,0,0,8,2,34,2,1,2,0,0,6,2,0,0,5,5,17,0,0,2,4,13,4,0,0,30,1,2,0,0,0,0,90,15,4,0,0
13,13,6,13.0,4,1,2593.0,10144.0,15441,0.3522009374363155,128,2559.153846153846,15441,39256,0.0112084776849398,13826,0.0924189932749133,0.0032606480538006,True,999.1333333333332,3628,13826,30.0,7,0,440,27,30,28,2,False,1,1,0,1,0,1,1,True,1.0,1,170,0,170,15,1,0,7,15,1,19,11,25,23,2,1,0,3,0,15,21,6,14,18,15,6,6,83,14,81,42,24,35,17,83,86,3,3,1,98,96,6,46,23,0,5,14,21,24,26,40,90,23,0,24,41,15,21,1,24,1,24,24,59,11,41,10,84,16,76,4,8,8,4,7,32,22,25,46,11,47,48,49,49,48,48,2,48,0,0,5,6,16,1,0,0,0,4,2,2,2,0,0,5,0,15,5,16,25,1,1,0,0,1,4,0,5,2,176,0,0,14,0,3,0,0,19,1,20,10,0,6,0,0,5,4,2,0,10,27,22,0,1,4,3,8,14,3,0,47,12,6,2,0,0,2,33,9,3,0,0
13,13,6,13.0,4,1,814.8461538461538,5216.0,2901,0.1481657608695652,16,812.3846153846154,2901,14720,0.0021739130434782,2181,0.0440217391304347,0.0010869565217391,True,251.83870967741936,648,2181,31.0,6,0,32,27,31,29,2,False,1,1,0,1,0,1,1,True,1.0,0,58,0,58,8,0,0,2,2,0,6,19,1,6,0,0,0,1,0,1,7,9,2,7,2,2,0,28,2,32,2,5,5,7,28,33,0,2,0,35,13,1,7,0,0,4,3,7,5,5,3,31,3,0,4,21,2,2,0,4,0,1,5,22,0,1,1,24,3,54,1,0,0,4,1,13,7,8,7,8,19,20,21,22,20,20,0,20,0,0,0,7,1,1,0,0,0,2,1,1,0,0,1,0,0,3,0,5,3,0,1,0,0,0,0,0,1,0,12,0,0,0,1,1,0,0,2,2,1,1,0,1,0,0,3,0,0,0,2,4,6,0,0,1,1,2,1,0,0,5,2,10,0,0,0,2,3,5,1,0,0
14,14,6,14.0,4,1,49461.78571428572,4225424.0,461349,0.6809522250529775,504,49297.21428571428,461349,671984,0.0033929379270935,457589,0.1287768756398961,0.000750017857568,False,18989.82857142857,86536,457589,35.0,9,1,2280,31,35,31,4,True,1,1,0,1,0,1,1,True,1.0,74,1631,0,1631,103,58,9,157,217,36,160,209,131,958,171,481,250,422,93,552,662,322,390,656,593,205,164,1437,391,2243,792,809,373,425,1437,782,116,131,196,1119,2336,193,1440,351,0,66,434,662,808,1011,189,1489,772,0,753,1250,596,919,62,974,176,741,813,491,563,553,293,1475,631,1031,137,182,105,238,94,297,601,641,1440,108,114,115,116,116,115,115,69,115,56,0,86,402,164,15,4,26,22,66,49,145,25,0,53,44,38,454,76,469,777,83,56,22,2,26,390,2,314,53,5699,0,15,403,40,126,18,12,399,27,273,334,7,127,3,3,78,435,11,7,376,578,837,9,40,43,65,422,433,78,2,514,362,84,13,22,15,119,2359,58,201,37,0
13,13,6,13.0,4,1,966.2307692307692,6992.0,4021,0.2056936100491534,16,963.1538461538462,4021,14648,0.0016384489350081,3013,0.0764609503003823,0.0010922992900054,True,326.26666666666665,1120,3013,30.0,6,0,24,26,30,29,1,False,1,1,0,1,0,1,1,True,1.0,0,68,0,68,6,2,0,1,1,0,10,10,3,6,0,1,0,2,1,8,7,14,2,3,2,1,2,31,2,29,14,2,7,5,31,36,2,2,0,38,27,0,8,11,0,3,3,7,2,2,1,34,6,0,3,28,2,10,0,5,0,2,2,34,80,0,1,37,3,49,1,0,0,3,0,9,3,10,8,8,28,29,30,31,29,29,1,29,0,0,3,8,3,0,0,0,0,1,4,0,0,0,0,1,0,1,0,2,9,0,1,0,0,0,1,0,0,0,41,0,0,4,0,1,0,0,7,1,7,0,0,1,0,0,1,0,0,0,1,4,2,0,0,0,1,1,1,0,0,15,0,2,0,0,0,0,23,0,1,0,0
13,13,6,13.0,4,1,3993.923076923077,15968.0,20277,0.3518272023233301,2112,3959.4615384615386,20277,49584,0.0090351726363343,17445,0.0266214908034849,0.0425943852855759,True,1426.2903225806451,1320,17445,31.0,7,0,448,27,31,29,2,False,1,1,0,1,0,1,1,True,1.0,0,219,0,219,10,2,2,30,14,0,12,35,12,42,4,0,0,15,1,27,18,11,13,25,15,7,8,121,14,63,33,21,20,9,121,169,7,4,0,170,150,2,38,13,0,7,18,18,21,42,7,127,24,0,23,62,16,91,0,22,2,21,22,96,27,9,4,161,21,45,23,4,9,10,6,17,18,9,38,11,85,86,87,88,86,86,0,86,2,0,18,3,9,0,0,0,0,5,4,6,0,0,2,1,0,28,1,13,33,3,3,0,0,0,9,0,16,0,218,0,0,13,3,1,0,0,11,7,15,12,0,1,0,0,13,13,0,0,10,17,25,0,1,0,1,12,12,0,0,37,8,1,1,0,0,2,93,1,4,0,0
13,13,6,13.0,4,1,2213.6153846153848,11024.0,6896,0.1904094827586206,848,2191.4615384615386,6896,27840,0.0097701149425287,5301,0.0522270114942528,0.0304597701149425,True,703.0322580645161,1454,5301,31.0,7,0,272,27,31,29,2,False,1,1,0,1,0,1,1,True,1.0,0,105,0,105,10,0,0,2,8,0,8,13,11,14,0,4,0,1,0,13,9,11,3,7,4,0,4,56,3,31,27,5,13,5,56,56,1,4,1,58,47,1,9,11,0,3,5,9,5,9,3,101,13,0,7,32,4,16,0,5,0,4,5,49,116,5,0,62,5,41,1,1,2,4,4,12,6,13,9,8,44,45,46,47,45,45,0,45,0,0,2,9,9,0,0,0,0,5,1,0,0,0,0,0,0,3,0,2,10,1,1,0,0,0,1,0,3,0,44,0,0,4,0,2,0,0,8,8,11,1,0,2,0,0,2,4,0,0,3,5,5,0,0,1,2,2,4,0,0,13,0,1,0,0,0,0,24,2,4,0,0
9,9,5,9.0,2,1,7027.111111111111,36848.0,58168,0.6196363407575186,32,6991.555555555556,58168,63576,0.0050333459166981,39394,0.1205486347049201,0.0005033345916698,True,2138.8214285714284,7664,39394,28.0,7,0,320,25,28,27,1,False,1,1,0,1,0,1,1,True,1.0,0,0,0,0,15,9,0,4,11,11,13,200,13,78,20,13,0,21,65,36,18,21,9,26,10,13,60,42,9,200,95,14,132,22,42,13,8,12,2,12,417,13,48,40,0,28,13,18,14,59,5,53,85,0,26,986,10,123,0,28,10,156,14,14,267,15,9,128,20,37,15,13,5,4,5,23,17,81,48,6,0,0,0,0,0,0,3,0,4,82,5,19,66,4,0,0,1,5,3,6,7,83,5,3,0,16,1,10,132,1,0,7,0,0,19,0,12,1,339,83,0,21,4,3,0,6,25,21,98,10,0,0,0,0,10,30,0,2,27,10,13,0,3,2,46,10,12,5,1,66,0,1,0,2,0,0,107,75,16,2,0
10,10,4,10.0,2,2,195737.6,68560.0,1848380,0.7872304984599912,309,195646.1,1848380,1909080,0.0003771450122572,1502886,0.0839493368533534,0.0001618580677603,True,59542.90625,160266,1502886,32.0,11,0,720,28,32,29,3,False,1,1,0,1,0,1,1,True,1.0,48,0,10335,0,306,855,1763,775,611,165,475,1600,1100,2714,1102,970,345,1096,202,478,253,322,1550,540,1884,971,48,778,1550,6974,896,784,1252,1459,778,457,609,167,499,601,3311,1156,2090,2463,560,723,1519,253,1690,106,1817,962,1146,313,1589,1540,1884,1768,54,550,79,1391,1690,1042,96,1962,953,8647,1833,1255,994,855,717,1853,110,715,1491,3597,2090,405,0,0,0,0,0,0,730,0,169,5,200,1206,188,363,1,578,128,752,170,405,328,5,252,698,215,907,474,1,2789,508,0,84,5,523,1000,32,264,168,18104,6,61,623,277,393,273,91,770,1077,334,213,180,86,137,62,66,959,9,262,355,0,1152,891,88,221,372,52,221,204,47,910,0,221,126,350,21,115,4877,118,513,285,1
10,10,4,10.0,2,2,196654.4,67840.0,1858740,0.788259030954353,293,196565.3,1858740,1922056,0.0003621122381449,1515078,0.0822140457926303,0.0001524409278397,True,59996.84375,158020,1515078,32.0,11,0,696,28,32,29,3,False,1,1,0,1,0,1,1,True,1.0,89,0,10287,0,322,869,1770,836,556,165,520,1693,1075,2782,1128,1022,328,1183,163,513,253,274,1629,527,1920,969,49,834,1629,6827,933,732,1150,1641,834,382,708,179,551,452,3297,1021,2061,2610,537,695,1595,253,1600,110,1621,1001,1167,302,1528,1563,1920,1628,99,605,68,1380,1600,982,3892,1670,1004,7638,1871,1223,956,787,747,1847,105,726,1541,3667,2062,427,0,0,0,0,0,0,690,0,176,5,193,1027,182,427,2,579,117,653,212,484,394,5,241,820,265,909,572,1,2737,543,0,89,4,601,1039,31,227,154,19030,6,49,766,291,396,280,94,854,1055,371,201,194,97,185,70,68,948,8,258,326,0,1149,743,92,222,377,48,207,246,60,921,0,164,111,356,21,121,4883,119,507,311,1
9,9,4,9.0,2,2,237322.22222222225,202752.0,1984412,0.2547927832606164,361,237141.88888888888,1984412,5729291,0.0002387730000099,3180924,0.0300846998345868,6.300954166929207e-05,True,173512.0606060606,172364,1459782,33.0,11,0,1368,27,33,29,4,False,1,0,1,1,1,1,1,True,1.0,56,0,19927,1,648,1088,1541,795,527,212,928,1310,829,3748,1526,629,268,1116,1785,550,290,1889,1770,465,2154,1131,98,819,1771,22391,646,679,657,1281,819,745,679,9419,393,330,3116,1594,1725,2194,1200,347,1760,285,1779,219,2336,1282,1211,645,1304,1477,2155,1380,64,563,367,1369,1779,789,111,2074,1351,8656,2152,6025,1445,1102,745,13254,22,2240,1996,3292,1725,806,0,0,0,0,0,0,661,0,126,27,109,1080,382,398,6,275,115,752,182,453,329,27,124,593,220,1279,375,24,3211,473,3,170,21,295,1054,28,270,106,17719,28,48,720,221,170,152,74,675,772,458,543,214,215,215,95,35,1611,8,46,349,11,1595,1006,80,71,384,132,435,259,125,733,0,48,268,92,16,124,5349,101,321,123,1
10,10,4,10.0,2,2,195909.6,71392.0,1846588,0.7828086106757629,301,195818.1,1846588,1909072,0.00037714659269,1494438,0.082902059220396,0.0001576682283329,True,59532.15625,158266,1494438,32.0,11,0,720,28,32,29,3,False,1,1,0,1,0,1,1,True,1.0,45,0,10836,0,289,884,1745,842,607,173,432,1586,1118,2749,1104,969,354,1149,207,437,244,349,1666,523,2018,983,48,744,1666,6803,854,829,1334,1533,744,522,616,169,503,622,3282,1286,2071,2389,592,744,1633,244,1794,84,1786,936,1158,329,1577,1476,2018,1628,47,536,79,1336,1794,1003,95,1889,970,7735,1967,1293,946,864,712,1787,109,821,1508,3703,2071,414,0,0,0,0,0,0,705,0,196,5,195,1219,185,388,1,573,74,759,171,322,323,5,240,656,203,936,452,1,2879,558,0,80,6,487,945,32,251,173,17821,6,31,595,296,397,248,83,743,1135,349,232,176,85,150,61,63,964,15,271,332,0,1219,854,96,209,367,65,239,219,52,904,0,228,128,363,21,110,4987,105,504,317,1
10,10,4,10.0,2,2,193464.3,28912.0,1866180,0.7977921288937342,185,193415.6,1866180,1922576,0.0001976514842586,1533816,0.0801471567313854,9.622506470485432e-05,True,59926.0,154089,1533816,32.0,11,0,380,28,32,29,3,False,1,1,0,1,0,1,1,False,0.0,11,0,9765,0,174,1663,0,840,2,2,505,0,0,1758,0,1,4,0,164,502,278,739,2,506,26,1108,2611,778,2,5021,835,0,0,1600,778,523,0,244,0,391,1,1152,1943,0,586,0,58,278,1,105,48,1079,10,0,1464,1708,26,0,0,492,47,1621,0,946,3892,1,0,4740,1,1102,709,935,2068,344,27,637,1540,12,1943,72,0,0,0,0,0,0,2894,0,137,0,455,0,0,0,0,746,160,0,318,468,496,0,177,2251,159,783,398,0,3928,0,0,509,44,271,1396,22,348,214,27211,0,109,935,238,139,134,184,1337,787,0,26,659,62,350,29,45,2023,34,0,492,32,0,5,481,517,1086,34,135,450,62,1337,0,0,18,0,23,0,0,0,139,0,1
9,9,4,9.0,2,2,237347.11111111112,202752.0,1984636,0.254827794171683,361,237166.7777777777,1984636,5728755,0.0002387953403488,3180924,0.0301154439315348,6.301543703649397e-05,True,173502.60606060605,172524,1459846,33.0,11,0,1368,27,33,29,4,False,1,0,1,1,1,1,1,True,1.0,56,0,19931,0,626,1088,1541,795,527,212,937,1310,829,3767,1526,629,268,1116,1785,549,290,1888,1770,465,2154,1099,97,819,1771,22391,645,679,657,1281,819,737,679,9419,393,330,3116,1594,1725,2196,1200,347,1760,285,1779,219,2336,1283,1210,645,1304,1477,2155,1380,64,563,367,1395,1779,788,111,2074,1351,8670,2152,6022,1445,1102,745,13257,22,2240,1996,3292,1725,807,0,0,0,0,0,0,661,0,126,27,109,1080,382,398,6,275,115,752,182,453,329,27,124,593,220,1279,375,24,3213,473,3,170,21,295,1054,28,270,106,17722,28,48,720,221,170,152,74,675,772,458,543,214,215,215,95,35,1611,8,46,349,11,1595,1006,80,71,384,132,435,259,125,733,0,48,268,92,16,124,5349,101,321,123,1
10,10,4,10.0,2,2,196654.4,67840.0,1858740,0.788259030954353,293,196565.3,1858740,1922056,0.0003621122381449,1515078,0.0822140457926303,0.0001524409278397,True,59996.84375,158020,1515078,32.0,11,0,696,28,32,29,3,False,1,1,0,1,0,1,1,True,1.0,89,0,10287,0,322,869,1770,836,556,165,520,1693,1075,2784,1128,1022,328,1183,163,513,253,274,1629,527,1920,969,49,834,1629,6827,933,732,1150,1641,834,382,708,179,551,452,3297,1021,2061,2610,537,695,1595,253,1600,110,1621,1001,1167,302,1528,1563,1920,1628,99,605,68,1380,1600,982,3891,1670,1004,7638,1871,1223,956,787,747,1847,105,726,1541,3667,2062,427,0,0,0,0,0,0,690,0,176,5,193,1027,182,427,2,579,117,653,212,484,394,5,241,820,265,909,572,1,2737,543,0,89,4,601,1039,31,227,154,19030,6,49,766,291,396,280,94,854,1055,371,201,194,97,185,70,68,948,8,258,326,0,1149,743,92,222,377,48,207,246,60,921,0,164,111,356,21,121,4883,119,507,311,1
9,9,5,9.0,4,1,627.2222222222222,4368.0,2064,0.0673532196969697,16,624.5555555555555,2064,16896,0.0014204545454545,1656,0.006155303030303,0.0009469696969696,True,236.67857142857144,104,1138,28.0,7,1,24,23,28,28,0,False,0,0,1,1,1,1,1,True,1.0,0,0,0,0,5,4,1,11,21,2,5,2,0,4,0,0,8,1,0,6,5,34,0,0,0,4,0,1,0,37,22,0,10,7,1,1,0,2,0,0,36,3,0,2,0,9,0,5,0,0,0,2,16,0,0,21,0,9,0,1,0,15,0,1,0,2,0,6,0,39,1,0,0,6,14,9,0,8,0,5,0,0,0,0,0,0,2,0,0,12,0,0,0,0,3,0,0,0,0,0,0,13,0,4,0,4,0,1,13,0,1,2,0,0,0,0,3,0,15,13,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,14,0,0,0,1
9,9,5,9.0,2,1,5250.666666666667,9392.0,40716,0.467290676716369,1672,5212.444444444444,40716,48824,0.0065541536949041,22815,0.0755161396034737,0.0342454530558741,True,1558.428571428571,3687,22815,28.0,6,0,320,25,28,27,1,False,1,1,0,1,0,1,1,True,1.0,1,0,0,0,85,106,4,144,436,9,102,41,3,110,25,5,274,12,12,28,1,11,1,0,1,30,55,3,1,511,41,1,88,86,3,2,4,16,1,0,495,6,7,8,0,307,1,1,1,0,1,11,157,0,5,94,1,188,1,3,4,99,1,2,0,61,22,8,2,42,5,5,0,6,326,32,0,101,7,9,0,0,0,0,0,0,19,0,1,71,0,14,0,6,83,1,1,3,0,3,1,72,12,27,1,75,0,3,169,7,0,1,0,1,20,0,62,0,716,72,1,8,0,0,0,1,14,5,0,30,1,0,0,0,1,16,6,36,2,0,19,2,1,0,2,0,1,2,0,45,0,17,22,11,0,14,375,0,1,8,1
